"Skola","Enhetskod","Skolkommun","Kommunkod","Typavhuvudman","Huvudman","HuvudmanOrgnr","Eleverförskoleklass","Andelflickor(%)","Elever ÅK 1-9","","","","","","","","","","","",""
"NärkesKilsskola","73709415","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000020","60","000000099","","","","","","","","","","","",""
"Odenskolan","66382532","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000021","..","000000286","","","","","","","","","","","",""
"OlausPetriskolan7-9","94395043","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000576","","","","","","","","","","","",""
"OlausPetriskolanF-6","93918784","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000032","37.5","000000305","","","","","","","","","","","",""
"PopsAcademyKarlJohan","28067210","Örebro","1880","Enskild","PysslingenFörskolorochSkolorAB","5560354309",".",".","000000549","","","","","","","","","","","",""
"Rostaskolan4-6","18324124","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000242","","","","","","","","","","","",""
"RostaskolanF-3","42072415","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000074","36.5","000000216","","","","","","","","","","","",""
"StoraMellösaskola","61320743","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000025","60","000000167","","","","","","","","","","","",""
"Stureskolan","18025305","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000051","47.1","000000178","","","","","","","","","","","",""
"Svealundsskolan","68276614","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000068","58.8","000000383","","","","","","","","","","","",""
"Sörbyskolan","67734232","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000014","..","000000133","","","","","","","","","","","",""
"Sörbyängsskolan","70976533","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000025","60","000000206","","","","","","","","","","","",""
"Tegnérskolan","19204501","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000050","38","000000156","","","","","","","","","","","",""
"Tybblelundsskolan","51948478","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000074","51.4","000000357","","","","","","","","","","","",""
"Viktoriaskolan","19742982","Örebro","1880","Enskild","BrickebergskyrkansSkolstiftelse","8750034491","000000021","52.4","000000191","","","","","","","","","","","",""
"Vintrosaskola","38054320","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000033","54.5","000000186","","","","","","","","","","","",""
"VittraÖrebro","55597667","Örebro","1880","Enskild","VittraskolornaAB","5564586716",".",".","000000127","","","","","","","","","","","",""
"Vivallaskolan","64644807","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000077","51.9","000000475","","","","","","","","","","","",""
"VästraEngelbrektsskolan","57966953","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000048","39.6","000000463","","","","","","","","","","","",""
"Wallerskaskolan","61540405","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000048","45.8","000000307","","","","","","","","","","","",""
"Änglandaskolan","60272834","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000053","49.1","000000342","","","","","","","","","","","",""
"Ölmbrotorpsskola","13824623","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000017","..","000000071","","","","","","","","","","","",""
"Beringskolan","45573931","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878","000000047","46.8","000000289","","","","","","","","","","","",""
"Bokelundaskolan","75730222","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878","000000018","..","000000090","","","","","","","","","","","",""
"Eketsskola","68313632","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878","000000012","..","000000069","","","","","","","","","","","",""
"Kungsskolan","45558673","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878",".",".","000000314","","","","","","","","","","","",""
"Mårdenskolan","13496497","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878","000000020","65","000000143","","","","","","","","","","","",""
"Solängskolan","10757780","Örkelljunga","1257","Enskild","KristnaSkolföreningeniÖrkelljunga","8376003672","000000011","..","000000122","","","","","","","","","","","",""
"vonReisersskola","98085936","Örkelljunga","1257","Kommunal","Örkelljungakommun","2120000878","000000012","..","000000062","","","","","","","","","","","",""
"Alneskolan5-9","38278821","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000300","","","","","","","","","","","",""
"AlneskolanF-4","69067954","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000033","42.4","000000129","","","","","","","","","","","",""
"Anundsjöskolan","51597705","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000029","41.4","000000309","","","","","","","","","","","",""
"Banafjälskolan","34074601","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000004","..","000000041","","","","","","","","","","","",""
"Bjästaskolan7-9","56331671","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000205","","","","","","","","","","","",""
"BjästaskolanF-6","54267727","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000027","44.4","000000189","","","","","","","","","","","",""
"Björnaskolan","24396451","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000011","..","000000153","","","","","","","","","","","",""
"BroskolanÖ-viksKristnaskola","32866578","Örnsköldsvik","2284","Enskild","BroskolanAB","5567091391","000000009","..","000000109","","","","","","","","","","","",""
"Bäckagårdsskolan","50936464","Örnsköldsvik","2284","Enskild","ImpiusVårdochUtbildningAB","5566824693",".",".","000000017","","","","","","","","","","","",""
"Domsjöskolan","61303295","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000051","66.7","000000277","","","","","","","","","","","",""
"Geneskolan","87606101","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000373","","","","","","","","","","","",""
"Gideåskolan","93703083","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000011","..","000000067","","","","","","","","","","","",""
"GottneByskola","99343485","Örnsköldsvik","2284","Enskild","GottnebygdensSamhällsförening","8896011528","000000009","..","000000052","","","","","","","","","","","",""
"Haffstaskolan","78390970","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000025","44","000000069","","","","","","","","","","","",""
"Hemlingskolan","98918972","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000002",".","000000037","","","","","","","","","","","",""
"Husumskolan","33732345","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000021","52.4","000000290","","","","","","","","","","","",""
"Hållängetskolan","45432132","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000037","51.4","000000195","","","","","","","","","","","",""
"Höglandskolan","65235434","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000056","44.6","000000326","","","","","","","","","","","",""
"Höglidenskolan","29574820","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000311","","","","","","","","","","","",""
"Idbynskolan","17783822","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000012","..","000000078","","","","","","","","","","","",""
"Järvedskolan","80221984","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000022","..","000000091","","","","","","","","","","","",""
"Köpmanholmenskolan","69869637","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000020","..","000000129","","","","","","","","","","","",""
"Mellanselskolan","12881185","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000011","..","000000081","","","","","","","","","","","",""
"Moskolan","74014148","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000005","..","000000047","","","","","","","","","","","",""
"Mycklingskolan","90461500","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000027","55.6","000000082","","","","","","","","","","","",""
"Norrflärkeskolan","28914847","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000009","..","000000035","","","","","","","","","","","",""
"Sidensjöskolan","21175613","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000011","..","000000070","","","","","","","","","","","",""
"Själevadskolan7-9","49933363","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000237","","","","","","","","","","","",""
"SjälevadskolanF-6","67248275","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000026","38.5","000000301","","","","","","","","","","","",""
"Skorpedskolan","43952255","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000010","..","000000037","","","","","","","","","","","",""
"SkärpeÄngetskolan","49669234","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000071","49.3","000000281","","","","","","","","","","","",""
"Sundskolan","57766858","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000032","43.8","000000276","","","","","","","","","","","",""
"SörlidenskolanF-6","42897421","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000030","53.3","000000241","","","","","","","","","","","",""
"Trehörningsjöskolan","29529489","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000007","..","000000010","","","","","","","","","","","",""
"Västanåskolan","10638673","Örnsköldsvik","2284","Enskild","VästanåskolansEkonomiskaförening","7696129191","000000008","..","000000035","","","","","","","","","","","",""
"Ängetskolan4-9","82726493","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445",".",".","000000379","","","","","","","","","","","",""
"Örnsköldskolan","34325679","Örnsköldsvik","2284","Kommunal","Örnsköldsvikskommun","2120002445","000000036","58.3","000000091","","","","","","","","","","","",""
"Arnljotskolan","29327326","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000050","46","000000151","","","","","","","","","","","",""
"Bringåsensskola","25996230","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000014","..","000000053","","","","","","","","","","","",""
"BöleByskola","59115663","Östersund","2380","Enskild","BöleByskolaAB","5566304613","000000024","..","000000108","","","","","","","","","","","",""
"Fagervallsskolan","48088172","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000043","46.5","000000239","","","","","","","","","","","",""
"Fjällängsskolan","73770265","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000039","48.7","000000267","","","","","","","","","","","",""
"Fåkerskola","53530516","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000007","..","000000051","","","","","","","","","","","",""
"Häggenåsskola","91138542","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000021","66.7","000000063","","","","","","","","","","","",""
"InnovitaskolanÖstersund","58922041","Östersund","2380","Enskild","PysslingenFörskolorochSkolorAB","5560354309","000000048","41.7","000000439","","","","","","","","","","","",""
"InternationellaEngelskaSkolanÖstersund","61128264","Östersund","2380","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368","000000056","46.4","000000522","","","","","","","","","","","",""
"Kastalskolan","22091017","Östersund","2380","Kommunal","Östersundskommun","2120002528",".",".","000000436","","","","","","","","","","","",""
"Lillsjöskolan","46449974","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000050","36","000000277","","","","","","","","","","","",""
"Lugnviksskolan","42641767","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000036","33.3","000000378","","","","","","","","","","","",""
"Mariebyskola","88411191","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000012","..","000000082","","","","","","","","","","","",""
"Mimergården","53882684","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000024","45.8","000000199","","","","","","","","","","","",""
"NorraSkolan","42715994","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000066","40.9","000000151","","","","","","","","","","","",""
"Odensalaskolansgrundskola","92218121","Östersund","2380","Kommunal","Östersundskommun","2120002528",".",".","000000276","","","","","","","","","","","",""
"Orrvikensskola","83077602","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000016","..","000000109","","","","","","","","","","","",""
"Parkskolan","65831760","Östersund","2380","Kommunal","Östersundskommun","2120002528",".",".","000000302","","","","","","","","","","","",""
"Prolympia,Östersund","16858929","Östersund","2380","Enskild","UlnoAB","5566577705","000000024","62.5","000000438","","","","","","","","","","","",""
"Storvikenskolan","13867530","Östersund","2380","Kommunal","Östersundskommun","2120002528","000000027","40.7","000000078","","","","","","","","","","","",""
